STATE,zipcode,N1,A00100,A19700,N19700,generosity_index,participation_rate
GA,30013,13670.0,732020.0,17116.0,1520.0,0.0233818748121636,0.11119239209948793
GA,30014,18010.0,1133616.0,20445.0,1620.0,0.018035207689376297,0.08995002776235425
GA,30016,28490.0,1349221.0,24209.0,2470.0,0.017942946337182714,0.0866970866970867
GA,30017,12200.0,955590.0,24176.0,1880.0,0.025299553155642064,0.1540983606557377
GA,30019,24690.0,2092557.0,40916.0,3340.0,0.019553111336991058,0.13527744025921426
GA,30021,10030.0,368093.0,2748.0,450.0,0.0074655046414900585,0.0448654037886341
GA,30022,30690.0,5137726.0,83659.0,5040.0,0.01628327396206026,0.16422287390029325
GA,30024,40120.0,5627395.0,105147.0,5450.0,0.01868484440846964,0.13584247258225324
GA,30025,4800.0,384174.0,7916.0,610.0,0.020605246580976327,0.12708333333333333
GA,30028,16100.0,1727815.0,21429.0,2020.0,0.0124023694666385,0.12546583850931678
GA,30030,14540.0,2430237.0,40001.0,2800.0,0.0164597115425368,0.19257221458046767
GA,30032,20030.0,1005813.0,11897.0,1430.0,0.011828242426773168,0.07139291063404893
GA,30033,15580.0,1953342.0,36605.0,2280.0,0.018739677946821395,0.14634146341463414
GA,30034,21320.0,938529.0,21164.0,1990.0,0.02255018225329212,0.09333958724202626
GA,30035,10280.0,411407.0,7268.0,780.0,0.017666204026669453,0.07587548638132295
GA,30038,20060.0,1007786.0,27689.0,2530.0,0.02747507903463632,0.12612163509471586
GA,30039,23410.0,1261349.0,27456.0,2590.0,0.021767171496548537,0.11063648013669372
GA,30040,37500.0,4827101.0,67018.0,5090.0,0.013883695410558014,0.13573333333333334
GA,30041,34010.0,4873678.0,72156.0,4690.0,0.014805245648153201,0.13790061746545135
GA,30043,42630.0,2977779.0,52994.0,3790.0,0.017796485232785913,0.08890452732817265
GA,30044,44150.0,2282618.0,28519.0,3040.0,0.012493987167366594,0.06885617214043036
GA,30045,20520.0,1274311.0,27325.0,2470.0,0.021442960156508106,0.12037037037037036
GA,30046,19190.0,934877.0,12994.0,1290.0,0.013899154648151574,0.0672225117248567
GA,30047,31680.0,2262727.0,40149.0,2840.0,0.017743634119361282,0.08964646464646464
GA,30052,37470.0,2546479.0,48132.0,4330.0,0.018901392864421815,0.11555911395783293
GA,30054,5500.0,404304.0,7754.0,600.0,0.019178637856662312,0.10909090909090909
GA,30055,1840.0,154844.0,3400.0,270.0,0.021957583115910208,0.14673913043478262
GA,30056,1210.0,88113.0,1471.0,120.0,0.01669447187134702,0.09917355371900827
GA,30058,27540.0,1171617.0,26245.0,2660.0,0.02240066506375377,0.09658678286129267
GA,30060,16290.0,1011267.0,14607.0,1180.0,0.014444256561323567,0.07243707796193984
GA,30062,31110.0,4294127.0,71146.0,4380.0,0.01656821048841825,0.1407907425265188
GA,30064,24430.0,3118375.0,70065.0,3970.0,0.022468433078125627,0.16250511665984446
GA,30066,28900.0,2955689.0,41008.0,3300.0,0.01387426078995456,0.11418685121107267
GA,30067,21460.0,3058949.0,48590.0,2260.0,0.015884540736050192,0.10531220876048462
GA,30068,16310.0,3034656.0,57643.0,3010.0,0.01899490420001476,0.18454935622317598
GA,30071,12410.0,709414.0,9881.0,900.0,0.013928397240539375,0.072522159548751
GA,30075,26330.0,5053326.0,95384.0,5470.0,0.018875489133295575,0.2077478161792632
GA,30076,21240.0,2618968.0,36767.0,2920.0,0.014038735868479493,0.1374764595103578
GA,30078,18920.0,1442834.0,28592.0,2210.0,0.01981655547346403,0.11680761099365751
GA,30079,1800.0,113013.0,1783.0,210.0,0.015776946015060214,0.11666666666666667
GA,30080,25530.0,2739750.0,45026.0,3790.0,0.016434346199470755,0.14845280062671368
GA,30082,13070.0,1472899.0,24467.0,2130.0,0.016611458083683944,0.16296863045141546
GA,30083,25980.0,1055995.0,14163.0,1610.0,0.013411995321947548,0.0619707467282525
GA,30084,19270.0,1392292.0,18289.0,1800.0,0.013135893907312547,0.0934094447327452
GA,30087,18990.0,1443494.0,40492.0,2920.0,0.028051380885545766,0.15376513954713006
GA,30088,12470.0,519970.0,8543.0,860.0,0.016429794026578456,0.06896551724137931
GA,30092,17150.0,1875329.0,42585.0,2180.0,0.022708015500213563,0.1271137026239067
GA,30093,22610.0,782177.0,6739.0,820.0,0.008615696958616784,0.0362671384343211
GA,30094,15870.0,981910.0,21745.0,1910.0,0.022145614160157246,0.1203528670447385
GA,30096,33610.0,2349717.0,35942.0,2450.0,0.0152963101513927,0.0728949717346028
GA,30097,23960.0,4336250.0,104607.0,3680.0,0.024123839723263187,0.15358931552587646
GA,30101,30180.0,3010932.0,54783.0,4260.0,0.01819469851859823,0.1411530815109344
GA,30102,21010.0,1471301.0,18113.0,1670.0,0.012310873165993906,0.0794859590671109
GA,30103,7130.0,505150.0,8014.0,510.0,0.015864594674849054,0.07152875175315568
GA,30104,2130.0,122464.0,1182.0,110.0,0.009651816043898614,0.051643192488262914
GA,30105,1120.0,90528.0,2116.0,90.0,0.023373983739837397,0.08035714285714286
GA,30106,10620.0,524835.0,7682.0,830.0,0.014636981146455553,0.07815442561205273
GA,30107,8410.0,824332.0,10654.0,890.0,0.012924404244891621,0.10582639714625446
GA,30108,3540.0,221189.0,3318.0,220.0,0.015000745968379983,0.062146892655367235
GA,30110,6370.0,436479.0,6718.0,420.0,0.015391347579150429,0.06593406593406594
GA,30113,2710.0,167056.0,2075.0,160.0,0.01242098458002107,0.05904059040590406
GA,30114,28800.0,2768765.0,50423.0,2930.0,0.018211368606580913,0.10173611111111111
GA,30115,24720.0,2858355.0,47762.0,3440.0,0.0167096109475555,0.13915857605177995
GA,30116,10580.0,775724.0,13450.0,820.0,0.01733864106305851,0.07750472589792061
GA,30117,15510.0,1040692.0,16819.0,1030.0,0.016161361863068036,0.06640876853642812
GA,30120,20360.0,1533932.0,29610.0,1790.0,0.019303332872643637,0.08791748526522593
GA,30121,11160.0,681816.0,9990.0,680.0,0.014652046886550037,0.06093189964157706
GA,30122,11640.0,579351.0,10895.0,950.0,0.018805525493181163,0.08161512027491409
GA,30124,1330.0,82726.0,1246.0,100.0,0.015061770181079709,0.07518796992481203
GA,30125,9880.0,534488.0,4874.0,400.0,0.009119007349089221,0.04048582995951417
GA,30126,20220.0,1842444.0,44999.0,3300.0,0.02442353743180254,0.1632047477744807
GA,30127,33610.0,2677086.0,52026.0,4310.0,0.019433817217676234,0.12823564415352573
GA,30132,23250.0,1747110.0,24287.0,2370.0,0.013901242623532577,0.10193548387096774
GA,30134,20900.0,1132979.0,17645.0,1600.0,0.015573986808228572,0.07655502392344497
GA,30135,31900.0,2050996.0,46145.0,3440.0,0.02249882496114083,0.10783699059561129
GA,30137,900.0,56745.0,3216.0,200.0,0.05667459688078245,0.2222222222222222
GA,30139,2040.0,129090.0,2962.0,210.0,0.02294523200867612,0.10294117647058823
GA,30141,11550.0,739993.0,11568.0,980.0,0.015632580308192104,0.08484848484848485
GA,30143,12760.0,1197733.0,15301.0,1170.0,0.012774967375867577,0.09169278996865204
GA,30144,25530.0,1790789.0,22268.0,1980.0,0.012434742451511596,0.07755581668625147
GA,30145,3930.0,276510.0,3326.0,260.0,0.012028498065169433,0.06615776081424936
GA,30147,1910.0,96349.0,1308.0,100.0,0.013575646867118497,0.05235602094240838
GA,30148,380.0,32972.0,213.0,30.0,0.006460026689312144,0.07894736842105263
GA,30152,20990.0,2565685.0,56674.0,3080.0,0.022089227633166193,0.14673654121010005
GA,30153,8560.0,509754.0,5539.0,460.0,0.010866025573119583,0.053738317757009345
GA,30157,24310.0,1593792.0,19562.0,1910.0,0.012273872625788058,0.07856849033319621
GA,30161,14390.0,1066343.0,24527.0,950.0,0.023001041878645052,0.0660180681028492
GA,30165,17930.0,1273440.0,19828.0,1230.0,0.015570423420027641,0.06860011154489683
GA,30168,11830.0,488602.0,8191.0,800.0,0.01676415569318177,0.0676246830092984
GA,30170,1360.0,98211.0,2131.0,110.0,0.02169818044821863,0.08088235294117647
GA,30171,1940.0,153468.0,3503.0,250.0,0.02282560533792061,0.12886597938144329
GA,30173,2850.0,162106.0,1992.0,160.0,0.012288255832603357,0.056140350877192984
GA,30175,3110.0,219226.0,3573.0,200.0,0.016298249295247827,0.06430868167202572
GA,30176,2970.0,170123.0,2708.0,130.0,0.01591789469971726,0.04377104377104377
GA,30177,310.0,17212.0,604.0,50.0,0.03509179642110156,0.16129032258064516
GA,30178,1910.0,136377.0,3098.0,200.0,0.022716440455502026,0.10471204188481675
GA,30179,8750.0,532232.0,7070.0,520.0,0.013283680800853763,0.05942857142857143
GA,30180,19210.0,1293525.0,23286.0,1620.0,0.01800197135733751,0.08433107756376887
GA,30182,1310.0,77121.0,845.0,70.0,0.010956808132674628,0.05343511450381679
GA,30183,3300.0,327962.0,5396.0,430.0,0.016453125666998004,0.1303030303030303
GA,30184,3590.0,328924.0,7918.0,460.0,0.02407243010543469,0.12813370473537605
GA,30185,1890.0,146122.0,2036.0,130.0,0.01393356236569442,0.06878306878306878
GA,30187,4510.0,377233.0,5325.0,420.0,0.014115944257262753,0.09312638580931264
GA,30188,34310.0,3645773.0,63349.0,4380.0,0.017376013262482334,0.1276595744680851
GA,30189,19310.0,1830083.0,22066.0,2010.0,0.01205737663264453,0.10409114448472294
GA,30204,5540.0,334244.0,5652.0,390.0,0.016909802419789136,0.0703971119133574
GA,30205,1840.0,285582.0,9075.0,340.0,0.03177721284954934,0.18478260869565216
GA,30206,1520.0,115596.0,1594.0,140.0,0.013789404477663587,0.09210526315789473
GA,30213,21690.0,1233702.0,35325.0,3310.0,0.028633332846992224,0.15260488704472108
GA,30214,16370.0,1396905.0,40774.0,2320.0,0.029188813842029343,0.1417226634086744
GA,30215,17490.0,2052973.0,52374.0,2870.0,0.02551129508278969,0.16409376786735277
GA,30216,980.0,47835.0,1285.0,80.0,0.02686317549911153,0.08163265306122448
GA,30217,3700.0,215013.0,1880.0,170.0,0.008743657360252635,0.04594594594594595
GA,30218,940.0,58571.0,904.0,80.0,0.015434259275067867,0.0851063829787234
GA,30220,2660.0,162800.0,2131.0,210.0,0.01308968058968059,0.07894736842105263
GA,30222,1800.0,132039.0,1721.0,120.0,0.013034027825112277,0.06666666666666667
GA,30223,16740.0,854730.0,11150.0,970.0,0.01304505516361892,0.05794504181600956
GA,30224,12390.0,811971.0,15449.0,1030.0,0.019026541588307955,0.08313155770782889
GA,30228,26390.0,1361639.0,32922.0,3080.0,0.024178214636919184,0.11671087533156499
GA,30230,4060.0,225710.0,2728.0,250.0,0.012086305436179168,0.06157635467980296
GA,30233,10850.0,773688.0,10297.0,870.0,0.01330898243219489,0.08018433179723503
GA,30234,1420.0,66276.0,1703.0,150.0,0.02569557607580421,0.1056338028169014
GA,30236,21900.0,1165525.0,27319.0,1860.0,0.023439222667896442,0.08493150684931507
GA,30238,18880.0,748564.0,13634.0,1430.0,0.018213539523674663,0.07574152542372882
GA,30240,12850.0,896530.0,15419.0,1000.0,0.01719853211827825,0.07782101167315175
GA,30241,11660.0,656708.0,12128.0,760.0,0.018467873088191405,0.06518010291595197
GA,30248,15190.0,1022099.0,19142.0,1640.0,0.018728127118801605,0.10796576695194207
GA,30251,1120.0,67348.0,787.0,70.0,0.011685573439448833,0.0625
GA,30252,23260.0,1779427.0,39005.0,3220.0,0.02191997761077021,0.13843508168529664
GA,30253,30820.0,2026851.0,45326.0,3450.0,0.022362768649496188,0.11194029850746269
GA,30256,1210.0,83002.0,1135.0,90.0,0.01367436929230621,0.0743801652892562
GA,30257,2680.0,176005.0,2876.0,230.0,0.016340444873725178,0.08582089552238806
GA,30258,1210.0,77205.0,984.0,90.0,0.012745288517583058,0.0743801652892562
GA,30259,1820.0,175465.0,2863.0,220.0,0.016316644345026072,0.12087912087912088
GA,30260,12470.0,476917.0,9110.0,790.0,0.019101856297846376,0.06335204490777867
GA,30263,27570.0,2135089.0,38255.0,2680.0,0.017917285883632953,0.09720710917664127
GA,30265,18340.0,1695844.0,29398.0,2160.0,0.017335320937539065,0.11777535441657579
GA,30268,6280.0,499037.0,21136.0,1060.0,0.04235357298156249,0.16878980891719744
GA,30269,18930.0,2617212.0,43260.0,2900.0,0.016529039298306746,0.1531959852086635
GA,30273,8650.0,370029.0,7252.0,780.0,0.019598463904180484,0.09017341040462427
GA,30274,15340.0,545620.0,8549.0,800.0,0.015668413914445952,0.05215123859191656
GA,30276,9840.0,983436.0,17700.0,1400.0,0.01799812087415958,0.14227642276422764
GA,30277,10830.0,1112706.0,21219.0,1410.0,0.019069727313414324,0.13019390581717452
GA,30281,33470.0,1798566.0,40239.0,3560.0,0.02237282368286735,0.1063639079772931
GA,30286,9840.0,564990.0,6607.0,470.0,0.011694012283403245,0.047764227642276426
GA,30288,4140.0,169819.0,6087.0,520.0,0.035844045719265805,0.12560386473429952
GA,30290,4650.0,552068.0,17875.0,1060.0,0.03237825775085678,0.22795698924731184
GA,30291,11240.0,428056.0,8202.0,860.0,0.01916104434933747,0.07651245551601424
GA,30292,3260.0,250335.0,7820.0,510.0,0.031238140891205784,0.15644171779141106
GA,30293,1190.0,61693.0,1036.0,80.0,0.016792829008153275,0.06722689075630252
GA,30294,21160.0,1046043.0,29574.0,2780.0,0.028272260318170477,0.13137996219281664
GA,30295,2260.0,165568.0,3083.0,190.0,0.018620747970622343,0.084070796460177
GA,30296,13830.0,561889.0,13637.0,1260.0,0.024269918079905462,0.0911062906724512
GA,30297,11530.0,369008.0,3153.0,330.0,0.008544530199887265,0.028620988725065046
GA,30303,1570.0,86290.0,1470.0,80.0,0.017035577703094218,0.050955414012738856
GA,30305,15400.0,5646117.0,167965.0,3980.0,0.029748763619315718,0.2584415584415584
GA,30306,11790.0,3178483.0,48763.0,3010.0,0.015341595345955916,0.2553011026293469
GA,30307,10640.0,2141108.0,47408.0,2270.0,0.022141806952288255,0.21334586466165414
GA,30308,10860.0,1208906.0,12809.0,1300.0,0.01059553017356188,0.11970534069981584
GA,30309,17830.0,3789849.0,67419.0,3220.0,0.017789363111828466,0.18059450364554122
GA,30310,12340.0,644608.0,6884.0,940.0,0.010679358617950755,0.07617504051863858
GA,30311,13730.0,626218.0,16041.0,1170.0,0.02561568016249932,0.0852148579752367
GA,30312,12690.0,1248650.0,11835.0,1510.0,0.009478236495415049,0.11899133175728921
GA,30313,2500.0,188821.0,2653.0,280.0,0.014050343976570403,0.112
GA,30314,6950.0,274606.0,3274.0,380.0,0.011922536288354952,0.05467625899280575
GA,30315,14070.0,730220.0,8858.0,1150.0,0.012130590780860562,0.08173418621179815
GA,30316,18490.0,1783084.0,18804.0,2610.0,0.010545773502538299,0.14115738236884803
GA,30317,7170.0,905533.0,8441.0,1280.0,0.009321581874984126,0.17852161785216178
GA,30318,27110.0,2781230.0,44779.0,3440.0,0.016100430385117374,0.12689044632976762
GA,30319,20730.0,5312204.0,146183.0,5500.0,0.027518333256780048,0.2653159671972986
GA,30324,14940.0,1869538.0,25912.0,2320.0,0.013860108754141398,0.15528781793842034
GA,30326,4700.0,951238.0,30087.0,710.0,0.03162930833293035,0.15106382978723404
GA,30327,11280.0,7684358.0,399511.0,4370.0,0.05199015975049575,0.3874113475177305
GA,30328,20230.0,3710110.0,77437.0,3790.0,0.020871887895507143,0.18734552644587246
GA,30329,13130.0,1906614.0,20039.0,1230.0,0.010510255353207308,0.09367859862909368
GA,30331,27470.0,1513602.0,45262.0,3530.0,0.029903501713131986,0.12850382235165636
GA,30336,910.0,106014.0,6992.0,150.0,0.06595355330428057,0.16483516483516483
GA,30337,5030.0,292975.0,5530.0,480.0,0.018875330659612596,0.09542743538767395
GA,30338,16920.0,2993700.0,46511.0,3220.0,0.015536292881718275,0.19030732860520094
GA,30339,18380.0,2921422.0,66190.0,2670.0,0.022656774680275566,0.14526659412404788
GA,30340,13110.0,728567.0,7598.0,780.0,0.010428690841061974,0.059496567505720827
GA,30341,15590.0,1531237.0,18627.0,1890.0,0.01216467470417708,0.12123155869146889
GA,30342,15290.0,4125326.0,96199.0,3580.0,0.023319126779313925,0.2341399607586658
GA,30344,15080.0,708416.0,11279.0,1100.0,0.015921435992411238,0.07294429708222812
GA,30345,11560.0,1658015.0,42283.0,1900.0,0.02550218182585803,0.1643598615916955
GA,30346,2840.0,268776.0,2044.0,200.0,0.007604845670744412,0.07042253521126761
GA,30349,37990.0,1841681.0,42466.0,3950.0,0.02305828208033856,0.10397473019215583
GA,30350,17010.0,2589487.0,66068.0,2270.0,0.025513933840949965,0.13345091122868902
GA,30354,7290.0,310311.0,7183.0,640.0,0.023147745326462806,0.0877914951989026
GA,30360,7230.0,591236.0,7489.0,720.0,0.012666684707967715,0.0995850622406639
GA,30363,1680.0,203973.0,3755.0,280.0,0.01840929927000142,0.16666666666666666
GA,30401,5160.0,260504.0,3433.0,250.0,0.01317830052513589,0.04844961240310078
GA,30410,630.0,40203.0,526.0,40.0,0.013083600726313956,0.06349206349206349
GA,30411,840.0,41364.0,661.0,40.0,0.01598007929600619,0.047619047619047616
GA,30413,620.0,34010.0,710.0,50.0,0.02087621287856513,0.08064516129032258
GA,30415,3530.0,262705.0,2338.0,210.0,0.008899716411944958,0.059490084985835696
GA,30417,3990.0,217649.0,2566.0,170.0,0.011789624579024025,0.042606516290726815
GA,30420,780.0,44314.0,396.0,30.0,0.008936227828677168,0.038461538461538464
GA,30421,1300.0,71830.0,966.0,80.0,0.013448419880272866,0.06153846153846154
GA,30427,4330.0,231740.0,2615.0,160.0,0.01128419780788815,0.03695150115473441
GA,30428,810.0,40363.0,239.0,20.0,0.005921264524440701,0.024691358024691357
GA,30434,2170.0,109101.0,2716.0,170.0,0.0248943639380024,0.07834101382488479
GA,30436,4830.0,243216.0,3166.0,230.0,0.013017235708177094,0.047619047619047616
GA,30439,3880.0,204863.0,2161.0,170.0,0.010548512908626741,0.04381443298969072
GA,30441,840.0,48315.0,464.0,40.0,0.009603642761047294,0.047619047619047616
GA,30442,2820.0,137918.0,1924.0,110.0,0.01395031830507983,0.03900709219858156
GA,30445,1100.0,48095.0,484.0,50.0,0.010063416155525522,0.045454545454545456
GA,30446,650.0,39595.0,546.0,40.0,0.013789619901502716,0.06153846153846154
GA,30450,1120.0,51245.0,368.0,40.0,0.0071811884086252315,0.03571428571428571
GA,30452,680.0,42368.0,604.0,50.0,0.014256042296072507,0.07352941176470588
GA,30453,2330.0,113812.0,1212.0,80.0,0.010649140688152392,0.034334763948497854
GA,30456,760.0,36870.0,225.0,20.0,0.006102522375915379,0.02631578947368421
GA,30457,2160.0,110697.0,1397.0,110.0,0.012620034869960342,0.05092592592592592
GA,30458,15010.0,950483.0,14207.0,830.0,0.014947137402773116,0.0552964690206529
GA,30461,6950.0,516284.0,7279.0,520.0,0.01409882932649472,0.07482014388489208
GA,30467,4680.0,260303.0,3582.0,270.0,0.01376088635167478,0.057692307692307696
GA,30470,360.0,23906.0,277.0,20.0,0.011587049276332301,0.05555555555555555
GA,30471,1680.0,84390.0,765.0,60.0,0.009065055101315321,0.03571428571428571
GA,30473,1000.0,53464.0,387.0,30.0,0.0072385156366901095,0.03
GA,30474,6570.0,374579.0,6155.0,390.0,0.016431780745850676,0.0593607305936073
GA,30477,1130.0,51632.0,1180.0,100.0,0.022854044003718623,0.08849557522123894
GA,30501,12810.0,938431.0,15611.0,770.0,0.016635213457355948,0.060109289617486336
GA,30504,13680.0,893262.0,10363.0,870.0,0.011601299506751659,0.06359649122807018
GA,30506,22080.0,2641200.0,60217.0,2830.0,0.022799106466757535,0.12817028985507245
GA,30507,13900.0,748783.0,10060.0,630.0,0.013435134077563193,0.045323741007194246
GA,30510,3080.0,165285.0,1574.0,140.0,0.009522945215839308,0.045454545454545456
GA,30511,1520.0,93716.0,1565.0,100.0,0.016699389645311365,0.06578947368421052
GA,30512,10340.0,779737.0,7785.0,640.0,0.009984135676516568,0.061895551257253385
GA,30513,5400.0,470313.0,12195.0,390.0,0.025929540540023346,0.07222222222222222
GA,30516,890.0,49076.0,980.0,70.0,0.019969027630613742,0.07865168539325842
GA,30517,8670.0,963163.0,22644.0,1240.0,0.023510039318370826,0.14302191464821223
GA,30518,26770.0,2306963.0,36554.0,2780.0,0.01584507423829511,0.1038475905864774
GA,30519,26790.0,2311848.0,42816.0,3110.0,0.018520248736076075,0.11608809257185516
GA,30520,1960.0,105460.0,1957.0,140.0,0.018556798786269677,0.07142857142857142
GA,30521,2420.0,144372.0,2360.0,170.0,0.016346660017177845,0.07024793388429752
GA,30522,520.0,47411.0,350.0,30.0,0.007382253063635022,0.057692307692307696
GA,30523,6350.0,494135.0,10107.0,540.0,0.020453924534793125,0.08503937007874016
GA,30525,4020.0,296110.0,2856.0,240.0,0.009645064334200128,0.05970149253731343
GA,30527,2220.0,195277.0,3567.0,210.0,0.018266360093610615,0.0945945945945946
GA,30528,10700.0,696350.0,8715.0,560.0,0.012515258131686652,0.052336448598130844
GA,30529,5840.0,355902.0,4242.0,330.0,0.01191901141325421,0.05650684931506849
GA,30530,2910.0,186165.0,4072.0,150.0,0.021873069588805628,0.05154639175257732
GA,30531,5400.0,314520.0,4827.0,330.0,0.015347195726821824,0.06111111111111111
GA,30533,11660.0,846091.0,10773.0,740.0,0.012732672963073711,0.0634648370497427
GA,30534,16770.0,1526235.0,22980.0,1570.0,0.015056659033504016,0.0936195587358378
GA,30535,3360.0,226868.0,3215.0,210.0,0.014171236137313328,0.0625
GA,30536,3680.0,289503.0,3201.0,250.0,0.01105688023958301,0.06793478260869565
GA,30537,700.0,58438.0,1003.0,50.0,0.01716348951025018,0.07142857142857142
GA,30538,1380.0,71249.0,1078.0,70.0,0.015130036912798775,0.050724637681159424
GA,30540,8710.0,592203.0,7027.0,500.0,0.011865863563676644,0.0574052812858783
GA,30541,810.0,56932.0,377.0,40.0,0.006621934939928335,0.04938271604938271
GA,30542,20520.0,1827553.0,28667.0,2220.0,0.01568600199282866,0.10818713450292397
GA,30543,2300.0,145061.0,1455.0,110.0,0.010030263130682953,0.04782608695652174
GA,30545,600.0,39374.0,1167.0,90.0,0.029638847970742115,0.15
GA,30546,3910.0,382179.0,4776.0,240.0,0.012496761988492304,0.061381074168797956
GA,30547,1790.0,122057.0,2614.0,170.0,0.021416223567677396,0.09497206703910614
GA,30548,13140.0,1381253.0,25822.0,2000.0,0.018694620029784552,0.15220700152207
GA,30549,14040.0,1249370.0,19641.0,1490.0,0.015720723244515237,0.10612535612535613
GA,30552,830.0,73701.0,1025.0,50.0,0.013907545352166185,0.060240963855421686
GA,30553,3650.0,240178.0,5014.0,280.0,0.020876183497239548,0.07671232876712329
GA,30554,3910.0,292088.0,5402.0,280.0,0.01849442633726822,0.07161125319693094
GA,30555,910.0,49311.0,380.0,40.0,0.007706191316339154,0.04395604395604396
GA,30557,2330.0,153431.0,3161.0,210.0,0.020602094752690134,0.09012875536480687
GA,30558,2510.0,155133.0,2554.0,170.0,0.01646329278747913,0.06772908366533864
GA,30559,2060.0,154900.0,1480.0,120.0,0.009554551323434473,0.05825242718446602
GA,30560,2310.0,162056.0,1311.0,120.0,0.0080897961198598,0.05194805194805195
GA,30563,2520.0,162534.0,2169.0,150.0,0.013344900143969878,0.05952380952380952
GA,30564,2330.0,185431.0,3896.0,200.0,0.021010510648165625,0.08583690987124463
GA,30565,2160.0,138004.0,1252.0,110.0,0.009072200805773745,0.05092592592592592
GA,30566,5540.0,351935.0,4501.0,380.0,0.012789293477488741,0.06859205776173286
GA,30567,2930.0,202948.0,4054.0,290.0,0.019975560242032443,0.09897610921501707
GA,30568,890.0,60799.0,250.0,30.0,0.00411190973535749,0.033707865168539325
GA,30571,1650.0,137588.0,1806.0,130.0,0.013126144721923423,0.07878787878787878
GA,30572,560.0,37780.0,375.0,40.0,0.00992588671254632,0.07142857142857142
GA,30575,800.0,47826.0,1140.0,100.0,0.02383640697528541,0.125
GA,30576,1170.0,94855.0,938.0,70.0,0.00988877760792789,0.05982905982905983
GA,30577,9320.0,555186.0,8340.0,440.0,0.015021992629497142,0.04721030042918455
GA,30582,2440.0,178785.0,3653.0,160.0,0.0204323628939788,0.06557377049180328
GA,30601,8290.0,367853.0,2446.0,280.0,0.0066493952747429,0.033775633293124246
GA,30605,15200.0,1213556.0,12416.0,830.0,0.0102310894594069,0.05460526315789474
GA,30606,19830.0,2009312.0,45088.0,2040.0,0.022439521587488652,0.10287443267776097
GA,30607,4950.0,328702.0,4730.0,370.0,0.014389933739374874,0.07474747474747474
GA,30619,760.0,54590.0,524.0,50.0,0.009598827624106979,0.06578947368421052
GA,30620,7910.0,532693.0,10102.0,710.0,0.018964018674921576,0.0897597977243995
GA,30621,2670.0,332344.0,8714.0,450.0,0.026219820427027418,0.16853932584269662
GA,30622,5030.0,637562.0,13226.0,710.0,0.020744649147847582,0.1411530815109344
GA,30624,1200.0,62805.0,1520.0,110.0,0.02420189475360242,0.09166666666666666
GA,30625,1290.0,135866.0,1855.0,160.0,0.013653158258872714,0.12403100775193798
GA,30627,960.0,50554.0,350.0,30.0,0.006923289947382997,0.03125
GA,30628,3360.0,211357.0,4681.0,290.0,0.02214736204620618,0.08630952380952381
GA,30629,2230.0,121951.0,1054.0,90.0,0.008642815557068003,0.04035874439461883
GA,30630,1160.0,62953.0,1827.0,120.0,0.029021651073022733,0.10344827586206896
GA,30631,620.0,30546.0,174.0,20.0,0.005696326851306227,0.03225806451612903
GA,30633,3940.0,245382.0,3366.0,200.0,0.013717387583441328,0.050761421319796954
GA,30634,1030.0,55149.0,1252.0,80.0,0.022702134218208853,0.07766990291262135
GA,30635,6620.0,365728.0,6648.0,350.0,0.01817744334587453,0.052870090634441085
GA,30641,1110.0,102739.0,2184.0,130.0,0.021257750221434897,0.11711711711711711
GA,30642,7450.0,1281530.0,31410.0,1440.0,0.024509765670721717,0.19328859060402684
GA,30643,7680.0,522292.0,6547.0,440.0,0.012535133603424904,0.057291666666666664
GA,30646,3630.0,220284.0,3978.0,260.0,0.018058506291877757,0.07162534435261708
GA,30648,1230.0,75106.0,1543.0,110.0,0.020544297393017868,0.08943089430894309
GA,30650,6530.0,573586.0,11554.0,760.0,0.02014344841052606,0.11638591117917305
GA,30655,13060.0,1006240.0,20654.0,1350.0,0.020525918269995228,0.10336906584992343
GA,30656,8530.0,683683.0,16437.0,910.0,0.024041843953996223,0.10668229777256741
GA,30660,410.0,19304.0,571.0,40.0,0.029579361790302527,0.0975609756097561
GA,30662,3410.0,189504.0,2242.0,120.0,0.011830884836203984,0.03519061583577713
GA,30663,1510.0,128542.0,2089.0,200.0,0.01625149756499821,0.13245033112582782
GA,30666,5510.0,558172.0,12770.0,750.0,0.0228782525816415,0.13611615245009073
GA,30668,810.0,45387.0,847.0,50.0,0.018661731332760483,0.06172839506172839
GA,30669,1280.0,52066.0,961.0,70.0,0.018457342603618483,0.0546875
GA,30673,3100.0,177436.0,3315.0,200.0,0.018682792668905972,0.06451612903225806
GA,30677,9820.0,1271776.0,37902.0,1560.0,0.029802418035880532,0.15885947046843177
GA,30678,590.0,53819.0,624.0,60.0,0.011594418328099742,0.1016949152542373
GA,30680,22560.0,1471872.0,20658.0,1620.0,0.01403518784242108,0.07180851063829788
GA,30683,3670.0,236813.0,4017.0,260.0,0.016962751200314173,0.07084468664850137
GA,30701,17970.0,1153505.0,16599.0,870.0,0.014390054659494323,0.048414023372287146
GA,30705,13670.0,704392.0,6411.0,400.0,0.009101466229031562,0.029261155815654718
GA,30707,6640.0,424196.0,4879.0,260.0,0.011501758621014813,0.0391566265060241
GA,30708,180.0,8468.0,298.0,30.0,0.03519130845536136,0.16666666666666666
GA,30710,2870.0,201660.0,2857.0,170.0,0.014167410492908856,0.059233449477351915
GA,30711,1420.0,76022.0,388.0,40.0,0.005103785746231354,0.028169014084507043
